"","exp"
"1",0.579643789064464
"2",0.581622443056869
"3",0.580052035999916
"4",0.583215669525656
"5",0.573524839353195
"6",0.582145879935612
"7",0.585208805526473
"8",0.586170593064727
"9",0.585874895720261
"10",0.576317757498575
"11",0.584793538990013
"12",0.583456574944545
"13",0.581200798970152
"14",0.583132658478821
"15",0.585084964725559
"16",0.586709550112421
"17",0.578684064085213
"18",0.588390361915285
"19",0.584092826570383
"20",0.583429261221232
"21",0.580148557936761
"22",0.582727390849433
"23",0.575980381176065
"24",0.58021086933196
"25",0.583369098398942
"26",0.586295784788392
"27",0.583847531234787
"28",0.589230012146186
"29",0.588955145511074
"30",0.579881043306798
"31",0.580043282502948
"32",0.577860977659708
"33",0.582086326252647
"34",0.584219588397992
"35",0.587345929701082
"36",0.58073077833142
"37",0.582938997874416
"38",0.580728560833806
"39",0.592368956770695
"40",0.586511537242437
"41",0.583512152103334
"42",0.579183057079395
"43",0.583227403425992
"44",0.583766340834625
"45",0.586495360415407
"46",0.586313992835817
"47",0.585296192713873
"48",0.588017717679493
"49",0.588667145038207
"50",0.581401066016336
"51",0.587744182239397
"52",0.58710681047161
"53",0.596282944371341
"54",0.579942918591637
"55",0.581365958339886
"56",0.581123089087234
"57",0.584411710050646
"58",0.58547024373935
"59",0.583100945133826
"60",0.576691926646601
"61",0.585945074376679
"62",0.583852520456711
"63",0.588977979791831
"64",0.57745654862572
"65",0.583242650025637
"66",0.585775198614113
"67",0.585734304005831
"68",0.587207969048173
"69",0.580677694830754
"70",0.584702555513012
"71",0.579533407171798
"72",0.578361974127541
"73",0.583097891117058
"74",0.585552179898237
"75",0.578321484108362
"76",0.581918750293981
"77",0.57650754894847
"78",0.580050041452642
"79",0.58752137198014
"80",0.58372125614863
"81",0.585858839348932
"82",0.583649890108035
"83",0.574341420413252
"84",0.581056313474781
"85",0.581814890956065
"86",0.588259157995491
"87",0.589396411208477
"88",0.580132407226707
"89",0.585120823720324
"90",0.588041525450668
"91",0.574939204081572
"92",0.588016149612937
"93",0.583701257456404
"94",0.587834561419401
"95",0.588429762440261
"96",0.571533897169209
"97",0.581334689201055
"98",0.580424587792824
"99",0.582369465867259
"100",0.580267763794689
